asin,reviewText,overall
B00BTIDW4S,Love this series. Never a dull moment. Can't wait to read the next book. Still blown away by the author's generosity.,5
B00BTIDW4S,I thought this book was a nice change of pace. I will look for other books by this author. Thanks,5
B00BTIDW4S,"A friend recommended this book and since it was free I thought why not. The story was relatable but lacked passion. I needed more history about the werewolves.  Their beginning what separates them from other species. There were no lycan references as well, hopefully the next book will have more information and be less dull.",3
B00BTIDW4S,Great read. Heart warming and action packed. There is never a chance for a reader to lose interest.Always looking to see what will happen next.,5
B00BTIDW4S,WOW I LOVED this book it was fantastic read! I have really come across books that I didn't really think I would enjoy...step out of the box and enjoy this one please. I am happy I did.,4
B00BTIDW4S,"I LIKED THE BOOK, the story line. Wished the happy couple had  kids before the ending. Looking forward to the next book about the brother and friends in Canada.Iowa",3
B00BTIDW4S,I was not sure about this book but thought I would give it a try.  I was pleasantly surprised to find I did like it.  The person causing the  issues give the book more drama and works with the conflict of the characters.  This shows that even WerePeople have issues when dating/mating. Very good read.,4
B00BTIDW4S,"I'm glad I read the prequels first, because I might not have moved on to the rest of the books in this series.  When I started reading this book, I immediately recognized it as a novice writers first crack in the literary world.  There are serious time line and story planning issues.  A screen might be described as a week ago only to later back track into it only happening a day ago.  This happened more than it should have.  Which leads me to believe that she changed direction in her story line and for got to edit changes through out the book.  The constant description of the hero is an ear maker for authors used to submitting weekly/monthly chapters to an amateur writing site.  Plus, the pace of the story was incredibly slow and for some reason the hero and heroine act like 13 year olds passing 'Do you like me? Yes or no' notes.  I get being oblivious to another person's feelings, but COME ON!  After spend half the night sexing each other up, usually someone starts to ask where this relationship is going.  I mean, seriously.Humph...  That being said, besides everyone being asiningly stupid, the story had potential.  And the later stories are much much better.  Why someone would include a one side phone conversation when it's the heroine speaking is beyond me.So I will continue reading and try to understand we're these prequel stories fit in.",2
B00BTIDW4S,"I enjoyed the story, with the interaction of werewolf and human traits being brought together in a community setting. The world of imagination bring a werewolf to life.",5
B00BTIDW4S,Sorry line started slow but in the end I enjoyed it. looking forward to reading the next one. always enjoy finding new authors.,4
B00BTIDW4S,I read all 5 of the books by Nicky Charles. I felt they were interesting and fast paced.  I would certainly read more by her.  I am always in search of free books to read because I read a lot.  I would recommend this series.,5
B00BTIDW4S,I love shifter books. This series is great. Elise is a young female who is mated to Kane a man she doesn't know.  She thinks she is in love with Bryan.  Kane takes her to his pack where she tries to fit in and find her place.  Marla is the evil witch who tries to stop Elise and Kane from falling in love.  Kane and Elise do fall in love and fight the evil Marla.  Lots of loving and fighting.,5
B00BTIDW4S,The story of Elise and Kane stole my heart immediately and kept me captivated the entire time.  I commend Miss Charles for her view on Lycans and how she handles this series as a whole.  I love the characters. I feel like I know them. I love that she keeps the stories centered around so many individuals and it changes from one point of view to another with each book. Elise and Kane are my favorites.,5
B00BTIDW4S,I thought for a free ebook it would be so so. However; I am greatly impresses!  PLEASE GIVE TO ASAPCA,5
B00BTIDW4S,"I really knew nothing about werewolves but this book was a great read - excellent plot, well written, kept my attention; sensitive characters and plot that kept moving.  One of the few books I was riveted to and anxious to see what would happen. Very different.",5
B00BTIDW4S,"I loved this book, Nicky Charles brought all of the characters to life and kept my on the edge of my seat! I will be looking for anything else written by him!",5
B00BTIDW4S,"very good suspense novel. some of the plot was predictable and you wonder how the heroine could be so stupid, but then some great twists come into play and the the plot thickens. I loved the characters and would like to see their lives played out in other books.",4
B00BTIDW4S,"I read alot of paranormal books and am always on the lookout for new authors, this one is def on my list now!  I don't like to go on and on about the characters and the stories, spoiling the books for others like some reviewers but I will say that this is not the tired, done and re-done werewolf books!  Refreshing author!",5
B00BTIDW4S,"I found this book to be a real page tuner right from the beginning and it never disappointed. I thoroughly enjoyed this story. I felt that the only downfall in this book was that I prefer to have the sex a little watered down. It was quite explicit, but outside of that the book was fantastic.",5
B00BTIDW4S,Love the book can't wait to read more of miss Charles's books.She puts a new spin on paranormal romance,5
B00BTIDW4S,Very good love story of Westwood it's good to know that money is the root of all evil will tell everyone to read,4
B00BTIDW4S,I loved this story! I am an avid reader of fantasy and this is my first time reading Nicky Charles. I can hardly wait to start the next book. Thank-you.,5
B00BTIDW4S,Wonderfully hot shifter story! Made me want to read more in the series!!! Read it in one day! Can't wait to get the next one!,5
B00BTIDW4S,"This was a good read it kept my attention. Love the hero he wasn't to in your face alpha. I liked that he had a blind spot and a reasonable excuse for having it. The only drawback for me was the heroine. I know she was supposed to be young and naive but there is naive and then there is stupid. Her habit of seeing suspicious going ons, reasoning them suspicious and the putting it off for later had me skipping pages. When dealing with her character, I had to keep reminding myself  that this was fiction and her stupidity was needed to move the story along. All said the heroine was the only reason I didn't give this book 5 stars, I can't stand wussy females.",4
B00BTIDW4S,The story started out a little slow but once it got going I could not stop reading it! It has unexpected twists and turns. I definitely recommend this book as a must read!,4
B00BTIDW4S,This is the first werewolf book I've read and I loved it.  It was a really touching love story. I will definitely read more from this author.,4
B00BTIDW4S,"For me, these books stand out in the werewolf romance genre as great books. Each book in this series is worth your time and your donation to charity. Download now!",5
B00BTIDW4S,I found myself rooting for things to work out with Elise and knew that Marla was the troublemaker.  I wonder if Marla will turn up again....,4
B00BTIDW4S,"If you like a sweet romance with a little turmoil thrown, then you'll love this book.  The whole premise of the book, werewolfs living in packs among the general population, has many connotations to real life.  The author created a strong bond between the reader and the characters.  This was a quick read.  I'm so happy that there is a follow up book.  I hope it contains these same characters that I love!",5
B00BTIDW4S,"This was a good book. I really liked the story, and it was sexy a hell.  I would have given it more stars, but a lot of it was a bit too predictable for me, and the spelling/grammar mistakes drove me crazy... Still a good read :)",3
B00BTIDW4S,I so thoroughly enjoyed this book.  The two main characters were very strong characters.  I am very glad that Ryan was found to be innocent of the charges that they tried to frame him with and look forward to reading about him and his pack.  Would definitely recommend this book to friends.,5
B00BTIDW4S,Very different.  Suspenseful.  Quick reads.  I didn't want to put the book down.  It had a lot of different turns.,4
B00BTIDW4S,I really enjoyed this book my only complaint is I would have liked to get a better understanding from Kanes perspective.  I found the story so engaging I completed the book in two days.,5
B00BTIDW4S,"This is a very talented writer, capable of providing irresistible twists and turns to keep the reader reading! Most impressive and gratifying is that she shares her talent at no cost, asking only that her audience contribute to the local animal shelter or food bank instead!I especially appreciate the message she encourages of tolerance and acceptance of diversity. It's a creative way to make the point, without being preachy or self-righteous. As a mixed race female, I empathize with the issue and enjoy the innovative way the author instantiates such a real, volatile social issue. Her analogy is spot on!If I had to find fault with the books, it would be the extensive erotica. I understand why she uses such detail; to provide the reader with the extent of the characters' passion and ""connection,"" but it's a bit too much for my taste. I'm not sure if she could have achieved the same result with less, however, I found it distracted too much from the plot and the other ""action"" in the story.Overall, a fantastic series that I have begun reading again! I think I read it out of order, so I'm starting over. I think ""Betrayed: Days of the Rogue"" was supposed to follow ""The Mating."" Since it didn't say in the title like the rest of the books, I read it last. But no matter, I'm enjoying the second round! :)I hope there is a final chapter to this series, as several questions are left unanswered: Does Damien fall in love again? What happens with The Purists? Who's their leader? Who sent those threatening letters? Who killed Damien's wife? Does Kane take over the pack he sent Damien to monitor? I can't wait to find out!",5
B00BTIDW4S,Like I've  said before this author has an awesome imagination and this story is just as good as the one before. It's very deep and is very climactic with sensually descriptive love scenes between the characters in between that make you not want to put it down until the end! THE ENTIRE SERIES IS VERY HIGHLY RECOMMENDED!!!,4
B00BTIDW4S,I am enthralled with these stories. Cant wait to read the next. Nicky Charles gives us the back stories of each of the characters from the prequel to the Mating. Plus the author gives these books free asking for a simple donation to your favorite animal shelter or food bank. It makes me love this author all the more. Read people. It'll be a favorite of yours too!,5
B00BTIDW4S,This is even better than the the twilight series. I found the characters totally  believable.  I recommend this one. Truly!,5
B00BTIDW4S,"What a surprising book--caught me up in the storyline from page one.  The book has everthing--evil, good, fantasy, hot sex, and twists and turns galore.  Very entertaining!",5
B00BTIDW4S,"What an amazing read.... if lycans are to your taste then you cannot go past this series... I could not put down this second book in the series either.Great story line, strength of characters, leadership, deception, lust at its best.A twist you wont see coming until the very end!Strong bond between mates, family and the pack.A must read!",5
B00BTIDW4S,Lots of detail and a good story. Would recommend it to friends to read. ......will check out other books by the author,5
B00BTIDW4S,"Just finished reading ""The Mating"" and enjoyed it immensely! It was filled with excitement and suspense. The characters were well developed and believable. Thank you for making it available on my Kindle for free.",4
B00BTIDW4S,The Mating was every bit as good as the Bonding. It followed logically but also could easily be read without being familiar with the bonding.,5
B00BTIDW4S,"I have a thing for fantasy books and this one about werewolves did it for me.I liked it a lot! Elise hears she is going to be mated to the alpha of another pack just a few hours before their wedding. While she just wanted to asked her father if she could mate with her best friend. But Kane is even more man (and werewolf) than her friend.Elise has to leave her own pack to stay with her new mate and his pack. Most of his pack like her, but there is one woman who plays tricks with Elise. Of course Kane is a man and doesn&#8217;t see it and protects the other woman.A book about mating but also with suspense because of all the bad things happening with Kane&#8217;s pack.Great read, would love to read more from this writer.",4
B00BTIDW4S,This is a great love/ suspense  story. It will keep you on the edge of your seat and begging for more.,5
B00BTIDW4S,"I actually ordered this book because of the opposing viewpoints. The reviewer who said it had ""rape"" went a bit overboard. Come on. It's fantasy! Werewolf laws can be different than ours. If you want to play by our rules, then stick to crime fiction and mysteries.I actually thought it was pretty good and I most likely will read more of Nicky Charles' books. So...Nicky - keep it up! I can't wait to see what you will think up next.",4
B00BTIDW4S,Your books give me a great way to live vicariously! I'd recommend the series to anyone who likes to dream!,5
B00BTIDW4S,"I had read some really good reviews about this book, and it was FREE so I decided to try it out. Considering it was free that made me view it a little more highly than if I had paid for it. The story is about Elise being forced to mate with the Alpha of another pack to keep the pack's alliance. She doesn't know this Alpha at all, and he doesn't know anything about her, but they are quickly thrown together to mate. And then as soon as they mate she's forced to leave her home and friends behind to move to his territory.I enjoyed the story to this book, it was very interesting. And I liked Elise's character, she was very brave even though her whole life was changing she was still trying to make due with what she had. And she wanted to do her duty for her pack by mating with the Alpha she didn't know.Throughout the book I didn't really get a grasp on Kane's personality or emotions. He seemed almost like a void to me even though he was a round a lot. And I truly hated the fact that ""Marla"" had Kane wrapped around her finger. It made me think way less of Kane, and it also made me dislike the book. I can not stand books where the women has the man believing something that's not true it really bugs me when these kinds of character's are thrown into a story because I absolutely hate them!! So that is why I'm saying this book is only okay. It wasn't that long either, so if your looking for a werewolf story to pass the time but not leave a huge impression I recommend this book.",3
B00BTIDW4S,"This story wasn't too poorly written, although the author seemed to drive the point home and repeat a bit too often (rather than allowing the reader to draw conclusions from events, desired conclusions would be recapped, as though we couldn't have understood).  The characterization was excellent, and Elise was believable.  I want to make it clear that this is not 'a bad book' in that sense.Unfortunately, this story just drips with misogyny.  The werewolf culture described isn't just 'backward,' socially; it's medieval.  The 'alpha,' and all of the others in charge, are male.  The 'alpha female's' job is to cook and arrange gatherings (no joke).  Arranged marriages are still a norm.  Females are expected to be virgins until they're married (mated), and proof of their virginity is actually examined on their wedding night.Despite having access to the internet and presumably a modern education, the main character acknowledges the 'backward' traditions, but then goes on to NOT REALLY QUESTION THEM.  She goes along with an arranged marriage because she's too timid to leave the pack.  At one point, her mate actually rapes her (she said no, very clearly, regardless of any bodily reactions), and afterward, she's worried about HIS feelings - that he didn't like her.  Ugh...The intrigue and murder mystery were okay, but the primary issue I had with them was the fact that I already knew who was responsible for the problems, less than halfway through the book.Not a poorly written book.  Good worldbuilding.  Good characterization.  Just not the type of culture or mentality that I enjoy seeing portrayed as normal or okay.  (You can't blame it on their being wolves, either - 60% of wild wolf packs are led by females, so all that sexual segregation and misogyny is purely human).",3
B00BTIDW4S,"This is a standard genre storyline, reasonably competently written. It shows a lot of promise; it would have been a great read with one more round of editing. For instance, the author can't seem to decide whether her heroine is a pampered princess type who needs to learn self-sufficiently or a tough, no nonsense girl who needs to learn to trust. More annoyingly, the denouement contains one character whose actions are against type and no explanation is given for their actions.  In fact, the author literally has her characters say &#34;I guess we'll never know why that happened.&#34;  I've definitely read worse, but there's lots of better books in this genre.",3
B00BTIDW4S,"I thought the story line was pretty good but chaotic in certain places. I would have liked the relationship between the two main characters to be lengthen over a longer period of time before the serious problems occurred.  Besides that and a few other issues, the book  was pretty good.",4
B00BTIDW4S,Wow.This book was so good and engaging that I found it extremely hard to put down. I would strongly recommend reading this series to everyone who enjoys reading and those that don't.,5
B00BTIDW4S,Love the story line.  The brother bond is a great family go getter.  There love for each other was great to see within this love story.,4
B00JDYC5OI,"Quick read , I Can't wait for the next book, and I really hate to waitTill the 2nd part will release I'll need to re-readif you're looking for some sizzlin sex this is the book",5
B00JDYC5OI,"Amazingly hot, sexy, and funny. Love this short story and can't wait for the next portion. Please don't make us wait long. A must read.",5
B00JDYC5OI,"It's ok, quite short! 3.5",3
B00JDYC5OI,Holy cliffhanger!!! NO!!! I usually dislike serials and cliffhangers but this was so awesome. I'm hoping the author doesn't make us wait too long. This was excellent!  And this was the author's first &#34;erotic&#34; romance?  BRAVO!  I love everything she's written so far and this one is a naughty dirty  little gem and I want more. Bring it on :) Readers buy this you won't be sorry!,5
B00JDYC5OI,I love how their friendship starts over the phone and develops into more without actually meeting. I can't wait to read the next book!,5
B00JDYC5OI,"It was just okay for me, I found it hard to connect with the characters, too abrupt and cold, so I won't be reading the next installment.",3
B00JDYC5OI,"All I can think right now is &#34;gimme gimme gimme!&#34;  I want...no I NEED book two right now!!  Come to think of it, this story, this novella is the first I've given 5 stars to.  I steer clear of them typically.  I'm also usually a bit harder on them only because you don't have the full story, they tend to be choppy, a beginning, middle and no end.  NOT this novella.  Nope Reasonable Doubt is just about perfect!Wow I said perfect LOL.  Even the synopsis was perfect for this book.  I mean come on, who isn't sold with, &#34;My cock has an appetite.&#34;? I giggle every single time I read it.  For real....giggle.  I'm happy to report that it lives up to that sentence and gives you even more.  I'm not going to rehash anything because the it's too small of a book.  By the time I tell you what it's about you could have read it.I will say that the sexual tension, the innuendo, the passion, the sordidness it epic.  I haven't felt this way about an erotic novel/novella in a long time.  Andrew, or should I call him Thoreau, is hands down one of the most arrogant male characters I've read.  He's so beyond confident all I could was shake my head at him.  Plus he's funny, sexy, gorgeous, frankly there isn't much NOT to love about the guy.  With the exception of course that he doesn't do relationships.  Aubrey, aka Alyssa, is just about his equal in her confidence.  She's able to spar with him like no other.  Her ability to light a fire under Andrew makes for some very very steamy scenes!&#34;And when you come back,&#34; I added, &#34;just leave my afternoon coffee on that bookshelf and walk out.  Don't come anywhere near my desk and don't say anything to me.&#34;&#34;Why not?&#34;&#34;Because I'll f&*$ you again if you do.&#34; She blushed and stepped out of the room.I'm thoroughly impressed with this novella.  I cannot wait for volume two!",5
B00JDYC5OI,The story was very hot. I loved it! I can't wait for the next two to come out! Should have waited to all three were ready :-/ the only downfall is that it is short and you will want the next book as soon as you finish this one so it might be wise to wait until all three are out ;-) I can't wait! So good!!,5
B00JDYC5OI,"i don't even read this type book but I do now.  I loved the characters, the story and the personal why she brings you into the mindset of the character.I have book #2 and can't believe I have to wait on the next one.",5
B00JDYC5OI,"I am not a fan of novella series, but if all novellas are going to be like this one, they might become my favourite.Wow, this book has EVERYTHING-intersting storyline, lovable characters and hot sex! Can`t wait for the next one!",5
B00JDYC5OI,"Whitney Garcia Williams&#8217; Reasonable Doubt had me by the first line of the product description.  The characters of Alyssa and Andrew were so well drawn.  I got such a kick out of his point of view, though hers was a bit less entertaining.  But by the end&#8212;and that damned cliffhanger (but who am I to complain about that)&#8212;I was dying for more.",5
B00JDYC5OI,This is the first book of Whitney Gracia Williams that I have read and it definitely wont be the last. I really loved this first part and cannot wait for the second part to come out. I need the second part like yesterday!! Wow! Although it is only short it is sexy and oh so hot!,5
B00JDYC5OI,"If you are not a fan of serial writing or cliffhangers, DO NOT READ!  I love the serial books. They are a like a small little soap opera that plays out every few weeks and then you get a new book.  Downfall is, you have to wait for those books and pay for each and every one (these tend to be my filler books in between other books since they are short and can be read in an hour or so).This book we are introduced to our 2 main characters, Aubrey (aka Alyssa) and Andrew (aka Thoreau) who are presumably lawyers that meet through an &#34;online lawyer chat room&#34;.  They've never met, but have been talking and texting for months and have built some sort of virtual relationship.  A relationship that Andrew never set out for since he is a &#34;one and done&#34; sort of guy.  Could that change and if so, change their future?  You have to read the first in this short novella series to find out.I liked the characters.  I liked the sexual undertones, as well as the overt playfulness with the characters.  Curious what will come next and how that will change what's to come with their friendship and lies.  Cliffhangers be damned!  But an oh so good one.",4
B00JDYC5OI,Very hot! I love this book. I wish it was much longer but I can't wait for the second one! You will fall in love with these characters!,5
B00JDYC5OI,All I can say is wait until all three books are released becuase otherwise you will be me right not having read the first one and waiting not so patiently for the next two to come out! Love the story it was raw and mysterious and I just want the other two to come out!,5
B00JDYC5OI,"I had no idea it would be a book that would continue to more then 1 otherwise I would have waited to purchase it. I will say that I loved the story and the characters , looking forward to the next books I hope they get her ASAP . Lol",5
B00JDYC5OI,Andrew Hamilton is hot hot hot! This is one of the best books I have read in a long time!,5
B00JDYC5OI,Different story line...and strong female character. Stronger then most....he is a prick.. nothing new there.Story was just heating up when it ended. NOT sure I will finish series.,4
B00JDYC5OI,"I get the hype now. Goodness, I GET IT! Excellent job by the author to draw the reader in with such a short part one. Super excited that she doesn't delay in publishing the follow up. Thank you for that!",5
B00JDYC5OI,I liked this book I really liked this book it's not 5stars because it left me wanting more I have to buy the next two just to get my Answers,4
B00JDYC5OI,I loved it . If u like beautiful bastard you'll love reasonable doubt. Stay tuned for the cliffhanger. But so loved it.,5
B00JDYC5OI,"I normally don't read novellas. Nothing against them, I'm just an instant gratification kinda chick. I like this story. It has the sexy, which is no nonsense and straightforward. It also has a story, I am intrigued to find out what made Andrew the way he is and what will Aubrey do next. I can't wait to keep reading.",4
B00JDYC5OI,"I normally get mad at these short novels but I really enjoyed it. funny, sexy and really enjoyable. I loved it!!!",4
B00JDYC5OI,I read this expecting more of the same...but the hilarious banter between the two characters before the hot stuff even started was fantastic. I can't wait for the next one & am already anticipating that this sassy mouth pair will not disappoint. I will definitely read more from this author. A great laugh & sexy story.,5
B00JDYC5OI,Just finished and my mouth is still on the floor.  I don't want to wait for the next one!  I need a cold shower.  That sums it up.,5
B00JDYC5OI,"OMG! I think my new crush is Andrew Hamilton! Finished reading this book this morning! Great read! The only negative is that it ended right there & then!  Wanted more!!!! Need more, please!!!!",4
B00JDYC5OI,OMG!!! This book was SMOKING HOT!! I loved Andrew. Half A-hole and Half Alpha. He was perfect. Whitney sure knows how to keep us wanting more. Well played Whitney.,5
B00JDYC5OI,OMG! Uber good! Absolutely love it. She got right to the juicy. The end is an absolute shocker. CANNOT WAIT for the rest of the story. #AnxiouslyWaitingPatiently,5
B00JDYC5OI,"One word- whoa!! If you're looking for a good book with sizzling hot sex, this is it! Andrew Hamilton will make you forget all about that other guy..what's his name? Grey? I can't wait for the next book!!!",5
B00JDYC5OI,This books is one of the best I read this year. The writer is very talented and I hope to see here writing something longer. A must read to all of you that love hot and sexy romance.,5
B00JDYC5OI,Very good read...I finished it in one sitting. Lies will always come back and bite you in the Ass!! These characters were good and strong. Good writing to keep you engaged in such a small amount of time!!,5
B00JDYC5OI,Wow loved this book from start to finish I really need part 2 now ! I can't believe it ended like that seriously.  !,5
B00JDYC5OI,WTF just happened. Ugh I loved this book. I can't believe the cruel way this book ended. This book is one of those that you buy per character. I'm usually not a fan of these but my God this book was Hot. Great start,5
B00JDYC5OI,Absolutely loved this book... Am dying for the second one to come out...was suppose to be released today... Come on.. Come on...,5
B00JDYC5OI,"Dang it! A cliffhanger! I want to know more now, please.Well done, very enjoyable. Nice and hot! I'll be following along on this serial.",4
B00JDYC5OI,Do you like no holds barred sexy alpha men? Do you like a man that's shows toughness to protect his awesome heart? Then this book is for you! I can't wait for the next two installments!,5
B00JDYC5OI,I freaking LOVED this book!!!  The author has created some great characters and I can't wait to read the next book.,5
B00JDYC5OI,"I just finished reading  Reasonable Doubt and I'm dying here.  I can't wait for book 2!  I love Andrew but I also want to slap the hell out of him, especially now since that awesome cliffhanger.  Whitney G you have my utmost devotion because it's been awhile since a book has got my attention like RD has and wanting the next book, like yesterday.",5
B00JDYC5OI,"I just loved it. That is all. Usually I will wait for all the books in a series to be completed before I read them. Because, when I don't follow my own rule, I wind up just like I am now... longing for the next book to find out what happens next! It doesn't happen for me very often, so I also want to note that I was literally laughing out loud in some parts of this book. Very enjoyable, quick read!",5
B00JDYC5OI,Quick read want more can't wait for next one very steamy great story good writing hurry up with next nor that's some cliff hanger,5
B00JDYC5OI,the story line is great.I like the idea that it is not a biker or a CEO of a company..but the fact it is a lawyer story.some thing different.the writing is wonderful you can sink your teeth into their lives.I so can't wait for the next book.keep them coming I will read everyone.,5
B00JDYC5OI,"This book was a quick read but it didn't feel like it... Because I actually got to care about the characters!! I normally Don't even read a short book, but I'm sooooo glad I did!!!! I'm hooked! If you want a book the has great chemistry and believable characters GET THIS BOOK! It does have a cliff hanger but I'm looking forward to reading MUCH more from this new (to me:p) author!! Her writing if smooth and she really makes you live the story.. LOVED IT!",5
B00JDYC5OI,"This book was Hot Hot Hot. Andrew is one sexy lawyer, Aubrey is a prelaw intern student. Nice hot fire going on between them. Loved it from start to finish, can't wait for next book to come out...",5
B00JDYC5OI,This story was sooo good and hot.  I can't wait for book two to come out.  Great story line.. Well written...,5
B00JDYC5OI,Very very fast read.  But absolutely wonderful.  Can't wait for the next book.  Really really good  I highly recommend to read,5
B00JDYC5OI,"Well I must say that I could not put this down and it was over too soon for me lol! I'm ready for the next installment Ms. Whitney G!!!!! I'm kinda like Andrew, I can't stand a liar, they just burn me up. You will not be disappointed!",5
B00JDYC5OI,Wow this book is so hot. It should have a warning on it..I wouldn't suggest reading it in public. It definitely made my toes curl in delight!! I am patiently yet impatiently waiting for rd2 and 3. I swear my obsession with Andrew has turned into stalking whitney g's fb and author page. Thank you whitney for your amazing craft!!,5
B00JDYC5OI,"This is the first book I've read by Whitney G. and I have to say I FREAKING LOVED IT!!! I can't wait for the second part. The twist at the end...awesome!!! The story was short but balanced. The writing just flowed. Start to finish, it was great. He hates liars, she lies by omission.  But then he.... Don't want to spill the surprise but let's just say...practice what you preach! Read this serial! Thanks Whitney G. Can't wait for Part 2!",5
B00JDYC5OI,All I have to say to Ms. Whitney is that the next book needs to come out like yesterday! What an amazing read! Thank you!  You rock!,5
B00JDYC5OI,"Holy Hell!! This was hot and delicious and wonderful and nothing less than what I expect from Whitney Gracia Williams. I can't believe I am going to say this, but &#34;Jonathan and Claire, you may have to move over for Aubrey and Andrew!!!&#34;This couple is sooooo erotic together, their verbal and text exchanges are just brilliant. Their physicality is enthralling! I am loving this story, but hating the brevity of the first novel....and that cliffhanger.I hope we are not left hanging for too long for the next part.",5
B00JDYC5OI,"Wow! Whitney Garcia Wiliam&#8217;s writing keeps getting better and better. &#8220;Reasonable Doubt&#8221; is the first part in a three-part serial romance story, and let me tell you that once you start reading you are going to devour every word.The tale starts off with Andrew, a high powered attorney who likes to meet women on online dating sites. He is not one for relationships. Like the blurb reads &#8220;One dinner. One night. No repeats.&#8221; The only relationship is with &#8220;Alyssa&#8221; a friend who he has never met and only communicates with electronically. I love how, though they have never met, you can feel the chemistry. There is this sexy banter between them that, you know once they meet, it is going to be explosive.I don&#8217;t want to mention too much because you should read the book and discover it yourself. However, let me say a few last words. If you are a dancer, or enjoy the dancing art form, then you might enjoy this book. If you dreamed of becoming a dancer than you will relate to one of the characters. Now, like I said, I am not going to say too much but this character is feisty, talented, and I think a force to be reckoned with. You can&#8217;t help but love this character.This is a really quick read, and once you are done you are going to be dying for the next part of the series. Sexy, from page one, you will not get enough of this book.",5
B00JDYC5OI,Read it in one sitting left me speechless just  staring at my Kindle !!!  The writing was awesome I love how the author was like no holds bar on the main character Andrew Hamilton he was dirty hot and you wanted to rip him from the Book at it page one well that's how I felt anyway !!! Loved how he spoke so honestly to his woman OMG it was like so wrong but it was Apollo incredibly hot like really you can't believe he say this things I love him and Aubrey so happy she's one of those heroines that doesn't take any of his carp and gives it right back to him.  And leaves him speechless like huh did she just say that to me .......it was great I cannot wait to read the continuation of their story seriously I'm so hooked,5
B00JDYC5OI,"there are no words. this was short, hot and a good ol' cliffhanger.  I need the second book like NOW!!",5
B00JDYC5OI,"Wow such sweet torture. Hot characters,witty dialogue, and some hot sexy scenes. This was my first experience reading Whitney Garcia Williams and she did not disappoint. It's not the  originality of the story that makes it great but the way she delivers, it just works like magic. It ended way too soon and I hate that I have to wait even longer for more, total tease :)~ Totally a quick steamy read.",5
B00JDYC5OI,I finally found an amazing author! Let me just say thank you....for writing a good and different story from what I've read thus far. I haven't written a five star review in weeks and I've hated it. I don't like writing bad reviews but I feel like its the least I can give back to the author after they spend their time on writing something. I owe them honesty...and I hope that they read my reviews and expand and better their craft!!!I absolutely loved this book...but I wish it would have been a bit longer.....Aubrey... I loved her...and Andrew...omg what a huge male reproductive organ!!!!! This man was infuriating but I loved him and I cannot wait to see what happens next....since I loved the dimension on this book I will buy more from this author happily!!!!,5
B00JDYC5OI,"I'll admit when I read the back I wasn't sure how it was going to all play out but I quickly learned and it all added up and made sense.I had been hearing great things about this book but I didn't read it right away.  I'm glad I finally took the chance to read it.  I enjoyed everything about it and wondered what would happen next.  This is my first book by Whitney and I have become a fan and I think you will too.Sadly, it is a short book so I was glad I had volume 2 waiting for me but now I have to wait for volume 3.",5
B00JDYC5OI,"I liked this book...the HH is a little shallow...ok a lot shallow, but i will say that when all the pieces fall together my mouth was left wide open...i was scared for the H...and there is  cliff hanger...that leaves u wanting...all in all...i liked the book and i will read the second one...these end to quick though",4
B00JDYC5OI,"AHHH!!! This was so damn good. Sexy, scandalous and sinful. This is part one of a three part series and be warned it is only 78 pages. However, HOLY CRAP was this book smoking hot and so addictive. In all honesty, you will read this book in about an hour or less depending on how fast you read, however, it was worth every freaking minute! Whitney Garcia Williams created these characters that make you both love and hate them, all while drawing you deeper and deeper into the story.Andrew Hamilton has his rules and his routines, for reasons unknown at this point, and he expects the women he involves himself with to respect these rules. To be fair, he is 100% honest with them, but that does not change the fact that he is an arrogant, egotistical jerk. Oh he also is incredibly sexy and respects honesty (remember this tidbit) so you tend to over look his flaws.During the day Andrew is a high profiled lawyer, but at night he spends his time meeting women online in hopes of having one dinner, one night and a good sex. After that he never speaks to him again and moves on to his next conquest. However, more and more women have been lying in their profiles (really, someone actually lies on their dating profile?? &#60;&#8211; my attempt at sarcasm), and he&#8217;s hit a dry spell. Meanwhile, he does have one friend, Alyssa. He met Alyssa on a lawyer networking site and it has been strictly friendship (with a little dirty talk!) and they have never met in person. The more time he talks to her, the more he wants her. They flirt, they tease, they go back and forth in a sexual tension power struggle.And then there was Alyssa (which isn&#8217;t even her real name), who is very different than the person Andrew thinks she is. As the reader, I just knew the storm was brewing as I got to find out what was going on in her head. Remember how Andrew values honesty above all else, yeah well use your imagination at how he reacts when he learns the truth. Oh and he finds out in the most holy crap way. It was like I was watching a car crash in slow motion. It was cringe worthy as the events happened and there was nothing you could do to stop it.As &#8220;Alyssa&#8221; becomes his intern, the fun only just begins. The banter between these two characters was filled with innuendo and tension. It is impossible to read this book without anticipation of their coupling sitting in the pit of your stomach. This book was so freaking scorching hot. I don&#8217;t know if it was Andrew and the way he just took what he wanted, when he wanted with a &#8220;I don&#8217;t give a crap&#8221; attitude or if it was just the situation that heightened the sexual tension, but this book had me needing some water to cool myself down.So I told you this was a short one, but I also need to tell you it has a cliffhanger as well. It&#8217;s an OMG moment that leaves you salivating for the next installment, which will be coming out in the next few weeks. Although I don&#8217;t like comparing books, if you liked Night Owl, then you will see it has a similar &#8220;feel&#8221; to it. But rest assured the stories are completely different. It just has that type of naughtiness to it. I loved this &#8220;book&#8221; and cannot wait for the next one!",5
